user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,high_accessibility_users,intersectional_label
user_873,Visual Aid,102.75,4.0,5,Adult,Male,None,True,Adult - Male - None
user_8052,Text-to-Speech,29.37,3.0,1,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_3585,High Contrast Mode,107.69,3.0,1,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_7156,Colorblind Mode,71.76,5.0,2,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_1083,Colorblind Mode,60.54,2.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_8161,Visual Aid,54.45,4.0,4,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_5094,Colorblind Mode,57.22,3.0,0,Senior,Female,None,False,Senior - Female - None
user_5233,Colorblind Mode,86.44,4.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_7455,Text-to-Speech,72.25,5.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_4288,Visual Aid,83.76,1.0,0,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_1729,Text-to-Speech,69.01,5.0,5,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_7762,Visual Aid,30.78,5.0,1,Senior,Female,None,False,Senior - Female - None
user_1088,Visual Aid,69.06,4.0,1,Adult,Male,None,False,Adult - Male - None
user_8225,Text-to-Speech,99.73,4.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_4457,Colorblind Mode,80.92,5.0,4,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_8659,Visual Aid,45.2,5.0,5,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_95,High Contrast Mode,72.82,2.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_295,Visual Aid,56.14,5.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_1019,Colorblind Mode,17.63,3.0,1,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_464,High Contrast Mode,98.65,5.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_252,High Contrast Mode,14.26,1.0,5,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_1479,Text-to-Speech,65.0,4.0,2,Adult,Male,None,False,Adult - Male - None
user_3731,Multilingual,109.15,5.0,2,Senior,Male,None,False,Senior - Male - None
user_3913,Colorblind Mode,84.96,4.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_967,Multilingual,37.46,1.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_2761,High Contrast Mode,64.65,3.0,2,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_1925,Colorblind Mode,18.08,4.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_4527,Text-to-Speech,89.16,4.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_8972,Visual Aid,7.08,2.0,0,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_9647,Multilingual,54.85,5.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_302,High Contrast Mode,30.03,5.0,2,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_4183,Colorblind Mode,77.4,3.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_132,High Contrast Mode,101.43,5.0,4,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_1306,Colorblind Mode,35.1,1.0,5,Young Adult,Female,None,True,Young Adult - Female - None
user_1535,Text-to-Speech,56.15,4.0,4,Professional,Female,None,True,Professional - Female - None
user_4051,High Contrast Mode,86.48,2.0,0,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_9351,High Contrast Mode,93.27,2.0,0,Professional,Female,None,False,Professional - Female - None
user_2649,Colorblind Mode,55.93,3.0,4,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_1785,Text-to-Speech,29.35,1.0,4,Adult,Female,None,True,Adult - Female - None
user_5821,High Contrast Mode,100.94,5.0,1,Professional,Male,None,False,Professional - Male - None
user_9152,Text-to-Speech,90.87,4.0,0,Adult,Female,None,False,Adult - Female - None
user_1279,Multilingual,17.59,2.0,0,Teenager,Male,None,False,Teenager - Male - None
user_9507,High Contrast Mode,52.95,4.0,1,Young Adult,Male,None,False,Young Adult - Male - None
user_2458,Multilingual,43.73,3.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_7637,Colorblind Mode,80.62,4.0,5,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_8062,Colorblind Mode,75.78,4.0,5,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_2413,High Contrast Mode,50.88,5.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_4368,Visual Aid,10.45,5.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_4729,Text-to-Speech,84.58,1.0,3,Professional,Male,None,True,Professional - Male - None
user_4093,Visual Aid,20.34,5.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_7345,Visual Aid,85.38,2.0,1,Adult,Female,None,False,Adult - Female - None
user_6890,High Contrast Mode,77.44,4.0,2,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_4735,Colorblind Mode,25.25,4.0,2,Professional,Male,None,False,Professional - Male - None
user_5281,Multilingual,82.32,4.0,5,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_6184,Multilingual,22.78,4.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_1237,Multilingual,100.12,1.0,4,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_8483,Visual Aid,8.32,4.0,5,Teenager,Male,None,True,Teenager - Male - None
user_5084,Text-to-Speech,40.36,4.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_6985,Colorblind Mode,119.42,2.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_9190,Text-to-Speech,118.61,1.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_9395,High Contrast Mode,42.02,1.0,5,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_1617,Multilingual,75.97,2.0,2,Adult,Female,None,False,Adult - Female - None
user_6117,Visual Aid,25.89,2.0,1,Teenager,Male,None,False,Teenager - Male - None
user_8935,Text-to-Speech,102.11,1.0,4,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_3213,Colorblind Mode,15.25,5.0,5,Teenager,Female,None,True,Teenager - Female - None
user_3381,Multilingual,33.28,2.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_6508,Colorblind Mode,94.79,5.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_5379,Colorblind Mode,37.17,1.0,2,Professional,Female,None,False,Professional - Female - None
user_7261,Visual Aid,73.99,2.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_5072,Multilingual,89.28,1.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_7986,High Contrast Mode,88.44,1.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_730,Multilingual,32.62,1.0,0,Senior,Male,None,False,Senior - Male - None
user_9676,Visual Aid,99.16,3.0,2,Young Adult,Male,None,False,Young Adult - Male - None
user_1709,High Contrast Mode,37.84,3.0,5,Adult,Female,None,True,Adult - Female - None
user_4776,Text-to-Speech,83.56,1.0,5,Young Adult,Female,None,True,Young Adult - Female - None
user_8444,Colorblind Mode,36.0,1.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_7560,Visual Aid,14.41,4.0,5,Senior,Male,None,True,Senior - Male - None
user_1945,Multilingual,45.42,2.0,5,Senior,Male,None,True,Senior - Male - None
user_9884,Text-to-Speech,22.04,3.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_3034,Multilingual,102.77,3.0,4,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_9978,Colorblind Mode,34.35,3.0,3,Teenager,Female,None,True,Teenager - Female - None
user_245,Visual Aid,94.33,1.0,2,Teenager,Male,None,False,Teenager - Male - None
user_8371,Text-to-Speech,89.63,1.0,2,Adult,Male,None,False,Adult - Male - None
user_3674,Colorblind Mode,83.79,5.0,2,Senior,Female,None,False,Senior - Female - None
user_3651,Text-to-Speech,18.48,1.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_8556,High Contrast Mode,30.2,2.0,3,Senior,Male,None,True,Senior - Male - None
user_2152,High Contrast Mode,30.05,4.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_6159,Multilingual,112.36,2.0,3,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_5695,Visual Aid,44.71,2.0,2,Young Adult,Male,None,False,Young Adult - Male - None
user_6916,Colorblind Mode,11.51,3.0,0,Senior,Male,None,False,Senior - Male - None
user_1988,Visual Aid,111.44,4.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_9283,High Contrast Mode,48.96,2.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_7703,High Contrast Mode,82.34,3.0,5,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_8761,Colorblind Mode,108.49,2.0,1,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_9514,Colorblind Mode,72.62,3.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_6203,Colorblind Mode,117.46,2.0,5,Senior,Male,None,True,Senior - Male - None
user_8904,Colorblind Mode,45.09,1.0,1,Teenager,Female,None,False,Teenager - Female - None
user_1155,High Contrast Mode,11.89,3.0,2,Teenager,Male,None,False,Teenager - Male - None
user_2222,Colorblind Mode,33.89,4.0,0,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_6177,Text-to-Speech,94.23,5.0,4,Adult,Male,None,True,Adult - Male - None
user_6606,Visual Aid,46.38,4.0,0,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_6741,Text-to-Speech,39.89,1.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_9508,Colorblind Mode,119.98,3.0,3,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_1937,High Contrast Mode,94.81,5.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_6309,Colorblind Mode,80.61,1.0,4,Teenager,Female,None,True,Teenager - Female - None
user_9406,Text-to-Speech,20.75,5.0,4,Adult,Male,None,True,Adult - Male - None
user_9283,Text-to-Speech,118.89,2.0,2,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_2586,Multilingual,26.59,2.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_7497,Multilingual,71.68,1.0,4,Young Adult,Male,None,True,Young Adult - Male - None
user_7423,Text-to-Speech,22.52,1.0,1,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_440,Text-to-Speech,33.4,4.0,2,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_8231,High Contrast Mode,100.64,4.0,3,Teenager,Male,None,True,Teenager - Male - None
user_6953,Visual Aid,116.8,5.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_6174,Multilingual,117.37,5.0,1,Teenager,Female,None,False,Teenager - Female - None
user_5818,High Contrast Mode,55.89,2.0,5,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_7471,High Contrast Mode,53.22,5.0,0,Senior,Male,None,False,Senior - Male - None
user_4857,Colorblind Mode,56.3,3.0,2,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_8832,Visual Aid,79.41,4.0,4,Professional,Male,None,True,Professional - Male - None
user_6951,Visual Aid,79.64,2.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_6082,Colorblind Mode,36.63,5.0,4,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_9784,Colorblind Mode,100.71,3.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_7372,Text-to-Speech,50.55,3.0,0,Professional,Female,None,False,Professional - Female - None
user_7247,Colorblind Mode,21.42,3.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_5239,Text-to-Speech,50.5,4.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_9838,High Contrast Mode,75.52,3.0,1,Senior,Female,None,False,Senior - Female - None
user_7602,Text-to-Speech,61.66,2.0,1,Senior,Male,None,False,Senior - Male - None
user_8036,Visual Aid,101.17,2.0,5,Young Adult,Male,None,True,Young Adult - Male - None
user_7106,Colorblind Mode,10.35,4.0,1,Professional,Male,None,False,Professional - Male - None
user_7904,Multilingual,94.79,1.0,1,Professional,Male,None,False,Professional - Male - None
user_3506,High Contrast Mode,20.14,5.0,1,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_8307,Visual Aid,24.92,1.0,4,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_257,Multilingual,31.07,4.0,3,Professional,Female,None,True,Professional - Female - None
user_643,High Contrast Mode,13.0,3.0,0,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_7576,Colorblind Mode,57.84,5.0,4,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_5212,Multilingual,80.22,4.0,5,Adult,Female,None,True,Adult - Female - None
user_557,Visual Aid,72.53,1.0,1,Professional,Male,None,False,Professional - Male - None
user_6742,Colorblind Mode,87.14,1.0,0,Adult,Male,None,False,Adult - Male - None
user_8594,Visual Aid,93.61,1.0,0,Senior,Male,None,False,Senior - Male - None
user_2181,Multilingual,92.74,5.0,1,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_3149,High Contrast Mode,90.96,1.0,0,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_4067,Colorblind Mode,115.22,5.0,3,Professional,Male,None,True,Professional - Male - None
user_7782,Text-to-Speech,17.1,1.0,4,Teenager,Male,None,True,Teenager - Male - None
user_3851,Text-to-Speech,11.83,3.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_3670,Colorblind Mode,46.99,4.0,3,Senior,Female,None,True,Senior - Female - None
user_9273,Multilingual,38.1,5.0,2,Adult,Female,None,False,Adult - Female - None
user_3913,Visual Aid,103.87,3.0,3,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_4572,Colorblind Mode,50.24,5.0,1,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_7662,Visual Aid,76.44,1.0,4,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_4629,Multilingual,15.88,3.0,5,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_1530,Colorblind Mode,91.57,1.0,2,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_2879,Multilingual,102.78,3.0,5,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_7111,Colorblind Mode,60.36,5.0,4,Senior,Male,None,True,Senior - Male - None
user_8172,Text-to-Speech,101.65,3.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_9215,Multilingual,69.75,5.0,0,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_8194,Multilingual,66.87,5.0,5,Young Adult,Male,None,True,Young Adult - Male - None
user_6625,Text-to-Speech,109.29,5.0,4,Young Adult,Female,None,True,Young Adult - Female - None
user_5536,High Contrast Mode,22.99,2.0,5,Young Adult,Female,None,True,Young Adult - Female - None
user_7354,Multilingual,94.14,3.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_856,Colorblind Mode,78.95,5.0,0,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_7320,Colorblind Mode,71.12,1.0,5,Adult,Male,None,True,Adult - Male - None
user_4029,High Contrast Mode,27.57,2.0,3,Professional,Female,None,True,Professional - Female - None
user_8924,Colorblind Mode,15.45,1.0,2,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_6031,Multilingual,24.56,2.0,2,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_4285,Multilingual,15.64,4.0,0,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_6597,Text-to-Speech,96.28,2.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_50,Text-to-Speech,98.78,3.0,0,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_5889,High Contrast Mode,76.08,5.0,3,Adult,Male,None,True,Adult - Male - None
user_2547,Text-to-Speech,61.33,1.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_1333,Visual Aid,59.31,1.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_7536,High Contrast Mode,65.14,3.0,1,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_3443,Multilingual,52.9,1.0,5,Professional,Female,None,True,Professional - Female - None
user_2217,High Contrast Mode,26.05,4.0,1,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_1093,High Contrast Mode,107.77,5.0,0,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_4073,Visual Aid,116.79,5.0,5,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_3570,High Contrast Mode,84.94,3.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_50,Visual Aid,15.4,1.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_5444,Colorblind Mode,51.87,4.0,2,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_8421,Colorblind Mode,53.62,3.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_7190,Text-to-Speech,67.43,4.0,3,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_9183,Text-to-Speech,50.84,2.0,3,Senior,Male,None,True,Senior - Male - None
user_9565,Visual Aid,118.59,1.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_2744,Visual Aid,49.38,2.0,4,Teenager,Male,None,True,Teenager - Male - None
user_8322,Multilingual,81.41,2.0,4,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_8607,Colorblind Mode,79.43,5.0,0,Professional,Female,None,False,Professional - Female - None
user_247,High Contrast Mode,37.71,3.0,4,Young Adult,Male,None,True,Young Adult - Male - None
user_2694,Multilingual,42.26,1.0,4,Adult,Male,None,True,Adult - Male - None
user_2563,Visual Aid,71.11,3.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_9641,Text-to-Speech,5.61,3.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_5678,Visual Aid,90.97,2.0,4,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_5467,Colorblind Mode,112.02,5.0,1,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_8191,Multilingual,23.4,4.0,2,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_6527,High Contrast Mode,45.28,3.0,4,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_3572,High Contrast Mode,49.41,2.0,5,Senior,Male,None,True,Senior - Male - None
user_904,Visual Aid,99.11,5.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_8390,Text-to-Speech,77.65,4.0,1,Teenager,Male,None,False,Teenager - Male - None
user_8563,Visual Aid,88.0,4.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_8807,Colorblind Mode,99.31,4.0,5,Senior,Female,None,True,Senior - Female - None
user_3528,Multilingual,74.54,4.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_8162,Multilingual,69.25,1.0,3,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_523,Colorblind Mode,97.39,5.0,3,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_7187,Text-to-Speech,65.79,1.0,2,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_9806,Text-to-Speech,115.26,2.0,0,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_9538,Visual Aid,59.06,2.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_1122,Visual Aid,13.78,2.0,3,Adult,Male,None,True,Adult - Male - None
user_9851,Visual Aid,92.96,4.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_167,Multilingual,98.76,5.0,1,Professional,Male,None,False,Professional - Male - None
user_6840,Multilingual,28.19,2.0,4,Teenager,Female,None,True,Teenager - Female - None
user_2088,Visual Aid,86.38,5.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_3088,Visual Aid,31.84,4.0,4,Senior,Male,None,True,Senior - Male - None
user_1362,Visual Aid,93.58,5.0,1,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_5666,Text-to-Speech,26.98,1.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_4621,Visual Aid,18.48,5.0,2,Adult,Female,None,False,Adult - Female - None
user_3684,Multilingual,33.02,5.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_5023,Multilingual,18.52,4.0,0,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_4811,Text-to-Speech,84.9,1.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_1291,Visual Aid,83.98,4.0,3,Adult,Female,None,True,Adult - Female - None
user_9224,Colorblind Mode,61.24,5.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_8062,Visual Aid,10.98,3.0,4,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_5084,Colorblind Mode,87.88,4.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_7441,Multilingual,37.88,2.0,0,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_51,High Contrast Mode,40.6,1.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_8945,Multilingual,106.64,3.0,4,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_4674,Multilingual,65.78,2.0,4,Teenager,Female,None,True,Teenager - Female - None
user_8868,Visual Aid,111.64,5.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_6505,Visual Aid,108.16,1.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_7996,Text-to-Speech,70.68,4.0,3,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_2033,High Contrast Mode,80.4,4.0,2,Teenager,Female,None,False,Teenager - Female - None
user_1832,Colorblind Mode,101.43,3.0,1,Adult,Male,None,False,Adult - Male - None
user_7207,Multilingual,37.1,1.0,2,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_2595,Multilingual,71.54,5.0,5,Adult,Female,None,True,Adult - Female - None
user_4803,Multilingual,74.81,4.0,4,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_9989,Multilingual,15.29,2.0,4,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_8658,Colorblind Mode,32.49,5.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_5181,Visual Aid,89.11,2.0,3,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_9597,High Contrast Mode,30.96,4.0,2,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_6179,Colorblind Mode,59.59,4.0,1,Teenager,Male,None,False,Teenager - Male - None
user_3926,Multilingual,75.07,4.0,1,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_4196,Colorblind Mode,51.53,5.0,2,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_3311,Colorblind Mode,116.87,5.0,1,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_6923,Colorblind Mode,43.51,3.0,0,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_6123,Multilingual,5.17,2.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_771,High Contrast Mode,75.85,1.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_4107,Multilingual,50.86,1.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_1710,Multilingual,11.02,2.0,1,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_6842,High Contrast Mode,54.3,3.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_2315,High Contrast Mode,37.5,1.0,2,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_6420,Text-to-Speech,5.7,5.0,5,Senior,Male,None,True,Senior - Male - None
user_7458,Colorblind Mode,29.12,5.0,5,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_2925,Text-to-Speech,8.42,4.0,1,Professional,Male,None,False,Professional - Male - None
user_4359,Multilingual,91.73,1.0,4,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_178,Colorblind Mode,60.34,3.0,2,Teenager,Male,None,False,Teenager - Male - None
user_8282,Multilingual,53.95,2.0,3,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_9943,Visual Aid,87.28,4.0,4,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_6217,Multilingual,14.98,4.0,0,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_2687,Multilingual,115.66,5.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_9170,Colorblind Mode,49.07,5.0,1,Teenager,Male,None,False,Teenager - Male - None
user_8069,Colorblind Mode,90.21,5.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_931,Colorblind Mode,50.06,3.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_1366,Colorblind Mode,10.01,4.0,2,Professional,Female,None,False,Professional - Female - None
user_4041,Text-to-Speech,37.68,1.0,5,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_2338,Text-to-Speech,69.16,3.0,5,Young Adult,Male,None,True,Young Adult - Male - None
user_1656,Colorblind Mode,29.71,1.0,0,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_6098,Text-to-Speech,118.71,1.0,2,Senior,Male,None,False,Senior - Male - None
user_6524,Text-to-Speech,37.29,5.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_6945,Multilingual,98.93,3.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_7354,Colorblind Mode,62.91,2.0,3,Professional,Male,None,True,Professional - Male - None
user_1014,Text-to-Speech,81.02,3.0,4,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_1033,High Contrast Mode,17.29,4.0,5,Senior,Female,None,True,Senior - Female - None
user_1256,Text-to-Speech,40.33,3.0,5,Professional,Male,None,True,Professional - Male - None
user_8370,Text-to-Speech,39.14,2.0,4,Professional,Male,None,True,Professional - Male - None
user_7621,Multilingual,115.55,2.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_1946,Multilingual,33.0,1.0,4,Young Adult,Female,None,True,Young Adult - Female - None
user_7615,Multilingual,92.63,4.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
